298, d, 1566, 2390
2340, t, 3241, 4439
4611, l, 4718, 737
2246, F, 1987, 3210
2676, I, 4366, 2112
1764, y, 3684, 1684
1986, g, 3612, 4367
470, l, 1897, 4973
2068, w, 1954, 2194
4489, G, 4538, 2810
950, O, 3866, 532
3915, O, 744, 140
4308, f, 1228, 1904
496, k, 2912, 4811
3028, J, 1160, 613
593, m, 3559, 1939
1953, b, 4013, 1676
2976, Z, 4467, 3675
2412, A, 2886, 2066
4697, A, 1571, 2084
1068, D, 2858, 139
2139, l, 2787, 1081
1560, F, 1973, 2576
2086, k, 3828, 3185
2822, R, 3274, 4092
4806, a, 2704, 2210
4487, g, 1376, 1413
2232, v, 1754, 3254
880, m, 4804, 2368
138, Y, 79, 2411
1321, W, 3322, 4115
4045, G, 2356, 3538
3939, N, 506, 2693
2691, k, 3199, 3243
3399, j, 2508, 2260
3655, q, 300, 1765
2272, Y, 1413, 4129
1945, H, 3513, 338
3555, I, 4559, 3778
3707, X, 615, 502
4125, U, 4807, 4217
1522, A, 2981, 2624
4691, H, 2639, 445
368, u, 517, 3678
3462, e, 3501, 1966
2400, D, 2892, 3679
768, O, 2572, 1344
182, w, 4287, 181
748, f, 158, 3795
2803, A, 1566, 3037
2665, I, 4567, 3161
988, y, 1986, 3353
3820, A, 354, 857
77, L, 1700, 1941
4820, K, 844, 2359
2398, p, 2774, 4092
1909, r, 2899, 2059
3774, K, 848, 1519
4500, u, 2, 4822
1097, i, 3548, 4506
4914, g, 389, 3046
608, f, 1512, 4351
953, c, 3184, 2597
4515, c, 4260, 268
3703, c, 559, 4316
591, S, 2463, 1254
3542, D, 2355, 1136
3644, I, 1765, 1752
1510, W, 151, 139
178, I, 4967, 917
157, b, 1794, 3459
1205, S, 3604, 702
2179, R, 158, 1218
3428, l, 1260, 4130
850, u, 130, 2467
2083, I, 1123, 4780
3369, E, 3179, 2318
833, H, 2600, 2420
3185, T, 797, 4736
3752, n, 4698, 1616
4126, w, 3714, 622
2543, Q, 4138, 3930
4313, B, 2078, 1800
2183, r, 4297, 1241
1483, I, 4460, 1725
3764, k, 676, 896
3925, z, 1986, 3049
161, B, 1889, 4339
2996, J, 1066, 2963
3792, Q, 4280, 3249
545, E, 4248, 4475
1156, B, 4856, 4499
2138, p, 4034, 1003
1855, D, 2004, 4908
3111, M, 3743, 4087
706, s, 3846, 1924
493, s, 1591, 1371
4041, o, 674, 2531
3687, I, 4828, 2387
195, m, 4536, 4397
2164, m, 1877, 4233
200, y, 6, 4224
2165, C, 4220, 351
4463, Y, 3342, 2765
2790, P, 765, 4332
500, C, 2064, 454
1891, H, 2117, 4554
1233, Z, 2554, 2920
2242, q, 162, 2798
2051, X, 697, 1892
4269, F, 893, 881
181, h, 4464, 4780
323, Q, 1709, 2356
2023, O, 2727, 2130
3488, T, 5, 471
142, m, 3617, 1095
3064, D, 1512, 3164
3677, H, 3135, 1429
1471, J, 3454, 435
2085, r, 87, 3758
4140, k, 3095, 3575
1617, k, 4247, 1203
3240, W, 209, 4408
3349, r, 3533, 4753
3498, V, 33, 4017
2087, V, 4388, 3272
4561, Q, 2390, 1475
3310, U, 933, 1738
4033, T, 1799, 249
4575, m, 4870, 1885
58, a, 4563, 1355
2192, z, 490, 2745
1528, l, 2912, 2982
1962, v, 245, 2953
659, i, 688, 1670
154, Q, 4972, 2629
3066, Q, 3097, 3372
4386, M, 3592, 3902
3905, f, 236, 207
79, N, 1776, 1491
33, x, 3163, 1210
757, T, 4730, 4744
778, R, 673, 1317
3770, W, 360, 868
2426, Z, 1525, 4740
159, x, 3072, 2429
2389, W, 182, 1779
28, w, 4229, 4439
3724, t, 2284, 351
2098, A, 1084, 2793
2876, U, 2581, 1727
1071, Q, 2039, 1041
1994, r, 2278, 2493
4483, G, 1117, 1093
2075, m, 1175, 1742
2288, G, 4338, 3202
59, c, 4946, 1651
3246, H, 1648, 1234
4725, z, 2246, 2144
4192, r, 1160, 2349
17, Q, 1572, 902
591, g, 1957, 2641
4118, R, 1100, 3903
1893, d, 713, 848
4555, a, 4406, 3348
3408, n, 981, 227
2955, E, 1985, 4739
2513, y, 676, 1362
3967, D, 2518, 2651
3194, c, 4480, 3466
4905, A, 4903, 1173
564, V, 2952, 797
4067, c, 2851, 3919
2166, F, 198, 1440
3468, T, 648, 302
3456, C, 101, 895
4105, z, 36, 1606
3066, n, 2405, 2540
1191, n, 1572, 4858
4611, P, 1958, 2769
2022, m, 916, 27
4438, B, 4241, 1226
1417, a, 3574, 1976
1053, Q, 513, 1118
2392, W, 4712, 3341
2511, S, 4808, 409
936, I, 384, 2839
4302, Q, 1363, 3672
1609, o, 2504, 4898
4123, E, 429, 3043
782, r, 2592, 4724
1743, N, 655, 1300
1715, k, 2328, 752
4180, a, 775, 4891
852, f, 4180, 4606
605, i, 1782, 1478
3821, r, 1971, 2771
3409, A, 4282, 25
4702, a, 1609, 3281
3924, r, 455, 2849
3741, J, 4716, 142
3715, F, 926, 4804
2717, e, 4237, 131
3105, a, 1436, 4032
346, V, 430, 1886
3768, o, 3649, 3263
4130, t, 733, 3896
3879, M, 10, 1661
4382, f, 1057, 3345
800, H, 786, 3531
4984, e, 4420, 2628
2953, J, 821, 2633
3063, b, 4222, 3423
594, K, 4488, 4441
789, Q, 711, 3867
4072, N, 3163, 1382
4861, D, 4130, 3650
3792, u, 2068, 3948
2859, j, 64, 4200
3042, u, 3954, 3672
1522, j, 1063, 4918
1818, V, 3321, 3219
2707, Z, 3706, 3734
3186, W, 1825, 3736
3163, X, 3115, 1383
536, J, 402, 1033
1157, f, 2076, 3609
2214, D, 2671, 2163
2890, j, 2135, 2668
4929, L, 2330, 4767
1328, I, 1793, 2819
722, t, 1802, 532
4956, k, 1890, 3345
4204, G, 1494, 1397
1953, Y, 4797, 3859
2157, u, 224, 548
4844, S, 4869, 3981
544, b, 3515, 3853
2483, D, 2921, 2110
740, a, 3872, 2652
4348, v, 2156, 4639
2465, b, 2187, 4209
3121, W, 992, 1140
490, v, 995, 1244
1342, u, 1701, 603
1801, c, 182, 4248
903, j, 1136, 2247
2887, U, 1281, 2038
879, h, 446, 110
4122, A, 4729, 4864
2497, x, 1994, 1495
2944, x, 2676, 3427
1829, y, 3121, 3834
4794, p, 1280, 3353
2850, I, 2221, 4515
2617, v, 2802, 3118
845, d, 3549, 857
1235, Y, 1006, 3855
4100, m, 406, 4311
2208, g, 299, 767
1383, d, 3614, 844
2872, X, 2476, 679
373, t, 3675, 1662
1430, e, 3040, 230
1522, G, 1269, 2627
2870, I, 3480, 3515
3316, Z, 369, 3053
3571, a, 1751, 4711
648, m, 2267, 4378
1759, n, 2251, 4280
2600, Y, 4819, 3851
3552, F, 1274, 1735
4945, u, 33, 1418
646, g, 2396, 272
4392, q, 1386, 1431
1077, X, 2159, 549
385, P, 4640, 139
2168, Z, 65, 3344
3218, G, 3825, 4644
4090, M, 199, 4385
2605, t, 3781, 1448
4715, A, 2351, 3069
416, f, 470, 4194
3279, w, 2886, 4945
2908, W, 2428, 3813
3369, U, 4798, 3704
1735, u, 4245, 3418
1916, w, 126, 2659
2528, S, 1222, 2769
545, Y, 4907, 2456
2556, E, 2551, 3180
3753, J, 218, 165
661, H, 4315, 66
1188, R, 3022, 1520
1927, V, 4586, 2380
4438, X, 4986, 4232
890, v, 3766, 4247
1823, h, 1987, 3973
569, v, 4466, 1694
4547, n, 1448, 1411
4996, B, 1966, 2195
4437, A, 1728, 3424
3678, q, 683, 2515
580, Q, 1708, 3969
3512, a, 1484, 4767
322, x, 1792, 987
896, E, 2435, 1890
2041, t, 1035, 17
2852, G, 2594, 2037
748, i, 4656, 3172
229, h, 1716, 2916
1748, Y, 121, 1551
798, t, 2070, 4335
88, G, 4881, 187
1486, H, 3946, 4956
2069, l, 4647, 584
3483, u, 3358, 1241
1563, y, 1059, 4450
578, W, 1118, 3721
826, t, 3819, 2566
2466, x, 721, 3828
852, N, 1940, 3903
1864, c, 1790, 1629
3243, I, 3090, 1631
3464, M, 3813, 2229
2254, E, 1744, 3525
3148, G, 2232, 2942
779, A, 4149, 960
629, p, 8, 960
132, t, 3512, 4329
2404, I, 3265, 26
3637, z, 2473, 1874
414, k, 3497, 2066
499, V, 4469, 4545
166, W, 4908, 1545
2249, V, 928, 827
1588, H, 4206, 2548
3734, d, 4553, 4005
1867, g, 1999, 1039
1430, N, 1960, 3947
1165, S, 316, 475
3957, r, 501, 1895
2937, r, 2404, 136
1582, P, 4138, 3594
4135, C, 1819, 4327
2066, p, 3777, 3087
75, r, 2183, 1323
1521, D, 1666, 3736
1304, Q, 4919, 4410
362, C, 1943, 4498
2411, E, 4892, 3578
4917, Y, 3653, 4339
4506, Z, 4766, 1606
2309, M, 1191, 4984
599, s, 353, 4033
4201, J, 1961, 52
3112, c, 4186, 2060
999, E, 4702, 3611
3888, W, 3735, 1019
4344, f, 2539, 847
4212, h, 1807, 898
3092, l, 3056, 2926
3758, L, 1826, 279
3513, C, 2187, 1569
2403, u, 1062, 4268
833, c, 608, 2903
3176, S, 1760, 704
400, a, 2999, 1616
4231, r, 670, 4519
1146, h, 3325, 3034
2706, G, 181, 418
4674, S, 2135, 4787
854, O, 4629, 2710
3472, W, 1488, 3286
172, k, 3704, 3972
4757, z, 1638, 1043
528, b, 2931, 4357
192, p, 1486, 3021
2292, Y, 1074, 1504
1380, P, 2543, 4390
2630, k, 2534, 784
659, a, 1895, 1236
3622, m, 4881, 3665
2999, f, 940, 2285
2404, g, 4033, 2466
2873, n, 4800, 2884
1505, M, 4531, 2486
4923, d, 2536, 2196
1797, x, 4585, 2634
3357, G, 2836, 3791
2840, C, 680, 798
79, x, 2319, 570
562, g, 4828, 482
570, n, 3774, 1953
4622, m, 1884, 3096
4469, Z, 2588, 1944
1794, c, 133, 3617
3485, V, 2442, 298
3645, b, 1662, 1056
3062, K, 2722, 3070
1416, S, 1856, 3624
1881, m, 4963, 4254
4946, i, 4500, 2004
4195, N, 2648, 865
4417, c, 4590, 1744
1858, c, 1572, 3660
1878, D, 3210, 227
4216, C, 786, 2548
3885, T, 2407, 3732
2112, J, 632, 394
1398, J, 543, 115
797, t, 2125, 431
613, R, 4282, 3036
2065, S, 2167, 4779
3729, E, 4672, 317
2099, n, 3810, 4419
4229, x, 4620, 3756
2195, h, 2162, 4082
3955, Y, 268, 3024
1353, F, 3108, 2229
4783, K, 4187, 684
4944, c, 4556, 2936
2702, Y, 2608, 4431
4771, y, 1072, 3106
4678, G, 749, 1391
2073, w, 3387, 3183
705, S, 2947, 4172
240, M, 743, 307
4140, m, 4403, 4683
2972, G, 4739, 1370
2659, j, 4727, 4957
4631, c, 286, 2750
2094, g, 2242, 1926
4928, D, 1748, 4664
1204, A, 3369, 580
1788, e, 3895, 4897
2620, z, 4048, 4438
219, o, 4428, 2404
742, Z, 3581, 3615
2073, O, 3179, 4401
847, t, 2607, 1223
41, g, 3865, 2553
4461, G, 3841, 1799
4980, W, 2447, 3324
3674, T, 657, 4089
307, K, 559, 4161
1727, l, 3791, 1814
824, D, 1013, 3275
1824, B, 1420, 2492
1281, H, 609, 3325
4023, n, 19, 4330
1621, H, 4969, 2913
3299, K, 2308, 297
4049, U, 2363, 4561
3775, A, 740, 2743
3455, a, 3977, 1600
3076, d, 4950, 4912
3836, N, 771, 4065
4145, F, 755, 4652
1706, u, 156, 454
3894, w, 3231, 1318
4903, K, 1171, 3198
4391, R, 4813, 4823
288, U, 4989, 3408
412, B, 106, 369
1770, w, 4463, 4066
1488, Z, 4842, 186
3188, V, 1845, 2228
3763, K, 1424, 735
1399, y, 4205, 4636
4567, s, 4518, 1370
2741, Z, 2302, 893
4792, w, 2815, 3589
3075, M, 2572, 3333
4091, e, 577, 3757
2378, h, 4344, 4383
839, I, 4250, 3981
3475, c, 3271, 673
646, V, 4306, 815
949, r, 861, 2970
4596, k, 1721, 1861
4742, p, 2923, 1279
3305, L, 4633, 3713
3276, h, 184, 3609
1009, V, 3049, 3892
1571, m, 3770, 3249
432, T, 2748, 507
1782, i, 567, 3400
4371, v, 2554, 2940
4407, V, 3921, 4488
886, Y, 3114, 2241
878, z, 2855, 3567
3587, H, 211, 2002
170, A, 1660, 1211
2203, s, 3106, 4717
3101, H, 3980, 845
1567, g, 895, 4552
1834, w, 1880, 3975
4608, N, 523, 3856
1257, p, 2921, 36
